DATE_TIME,エリア需要〔MWh〕,原子力〔MWh〕,火力〔MWh〕,水力〔MWh〕,地熱〔MWh〕,バイオマス〔MWh〕,実績〔MWh〕,実績〔MWh〕
2023/7/6 3:00,8238,3218,4568,1129,146,538,0,23
2023/7/6 4:00,8584,3214,4785,1127,148,540,0,14
2023/7/6 5:00,8744,3214,4902,1126,148,540,65,18
2023/7/6 6:00,8579,3217,4180,1128,149,544,809,8
2023/7/6 7:00,8952,3218,3294,1128,121,542,2525,8
2023/7/6 8:00,10168,3217,3282,1131,89,529,4489,8
2023/7/6 9:00,11456,3220,3034,1134,86,524,6359,1
2023/7/6 10:00,12187,3217,3029,1136,85,525,7495,0
2023/7/6 11:00,12661,3217,3005,1151,85,525,8043,1
2023/7/6 12:00,12671,3217,3039,1150,87,524,8138,5
2023/7/6 13:00,12878,3214,3282,1172,84,520,7301,9
2023/7/6 14:00,12965,3213,3646,1191,84,518,6311,11
2023/7/6 15:00,12887,3211,4905,1213,84,525,4764,12
2023/7/6 16:00,12872,3212,5663,1228,85,531,3398,12
2023/7/6 17:00,12614,3215,6583,1250,85,538,2017,20
2023/7/6 18:00,12262,3205,7738,1261,91,539,766,16
2023/7/6 19:00,11892,3204,7982,1261,115,539,62,16
2023/7/6 20:00,11332,3207,7033,1237,127,536,0,23
2023/7/6 21:00,10582,3214,6493,1226,127,537,0,24
2023/7/6 22:00,10144,3216,6293,1222,134,540,0,36
2023/7/6 23:00,9651,3217,5889,1220,140,542,0,60
2023/7/7 0:00,8878,3219,4930,1209,142,538,0,74
2023/7/7 1:00,8375,3218,4256,1206,142,536,0,82
2023/7/7 2:00,8406,3217,4267,1234,141,538,0,83
2023/7/7 3:00,8697,3216,4782,1250,141,538,0,65
2023/7/7 4:00,9066,3210,5406,1249,141,539,0,61
2023/7/7 5:00,9194,3213,5302,1250,142,544,54,66
2023/7/7 6:00,9200,3208,4835,1240,142,544,540,76
2023/7/7 7:00,9834,3212,4713,1230,111,540,1172,90
2023/7/7 8:00,11302,3211,5602,1232,87,538,1354,96
2023/7/7 9:00,12348,3213,5717,1233,85,531,1356,105
2023/7/7 10:00,12403,3215,5794,1251,85,535,1763,110
2023/7/7 11:00,12384,3217,5911,1256,85,536,2387,135
2023/7/7 12:00,12201,3221,5856,1287,85,534,3045,156
2023/7/7 13:00,12331,3217,6388,1300,85,533,2833,169
2023/7/7 14:00,12561,3215,6949,1288,85,532,2690,185
2023/7/7 15:00,12371,3215,6795,1274,85,536,2241,197
2023/7/7 16:00,12494,3215,7062,1255,86,537,1962,197
2023/7/7 17:00,12219,3207,7629,1251,124,542,1011,219
2023/7/7 18:00,11964,3204,7755,1257,133,538,361,201
2023/7/7 19:00,11775,3206,7664,1262,140,540,23,192
2023/7/7 20:00,11267,3212,6699,1261,141,538,0,200
2023/7/7 21:00,10647,3216,6168,1259,141,536,0,212
2023/7/7 22:00,10168,3212,5723,1242,141,538,0,238
2023/7/7 23:00,9810,3216,5453,1240,141,538,0,239
2023/7/8 0:00,9082,3214,5100,1167,141,540,0,227
2023/7/8 1:00,8588,3215,4838,1170,141,534,0,232
2023/7/8 2:00,8580,3218,4808,1174,141,536,0,228
2023/7/8 3:00,8794,3213,5003,1183,141,542,0,220
2023/7/8 4:00,9061,3209,5119,1254,141,542,0,211
2023/7/8 5:00,9081,3208,5042,1248,141,539,30,202
2023/7/8 6:00,8895,3208,4579,1204,141,537,479,203
2023/7/8 7:00,9215,3214,4156,1184,141,542,1209,210
2023/7/8 8:00,10051,3213,4303,1178,141,539,1801,193
2023/7/8 9:00,10827,3214,4712,1141,141,529,2187,199
2023/7/8 10:00,11159,3213,5076,1138,141,535,2632,196
2023/7/8 11:00,11315,3216,5286,1138,141,541,2997,195
2023/7/8 12:00,11279,3214,5438,1101,141,540,2886,217
2023/7/8 13:00,11101,3215,5498,1157,141,538,2435,226
2023/7/8 14:00,10971,3213,5726,1176,140,540,2022,199
2023/7/8 15:00,10850,3213,5263,1174,140,540,1511,198
2023/7/8 16:00,10716,3205,5213,1176,140,546,995,199
2023/7/8 17:00,10810,3205,5956,1211,140,547,576,192
2023/7/8 18:00,10914,3206,6410,1212,140,547,154,172
2023/7/8 19:00,10795,3209,6435,1208,140,547,8,153
2023/7/8 20:00,10386,3214,6160,1181,140,544,0,158
2023/7/8 21:00,9847,3213,5616,1127,140,545,0,175
2023/7/8 22:00,9460,3213,5269,1119,140,543,0,179
2023/7/8 23:00,9067,3216,4970,1115,140,544,0,174
2023/7/9 0:00,8435,3214,4447,1105,140,545,0,164
2023/7/9 1:00,8044,3216,3794,1101,140,543,0,170
2023/7/9 2:00,8030,3215,4191,1137,140,546,0,168
2023/7/9 3:00,8374,3211,4660,1174,141,545,0,150
2023/7/9 4:00,8599,3205,4888,1180,141,546,0,150
2023/7/9 5:00,8647,3208,4427,1171,141,546,27,148
2023/7/9 6:00,8353,3203,3867,1134,141,543,371,151
2023/7/9 7:00,8510,3208,3858,1031,141,539,997,165
2023/7/9 8:00,9067,3207,4158,1020,141,465,1553,188
2023/7/9 9:00,9751,3208,4628,1033,141,444,1972,184
2023/7/9 10:00,9846,3210,4752,1036,141,495,2228,172
2023/7/9 11:00,10137,3212,4734,1012,141,532,2826,162
2023/7/9 12:00,10378,3211,4839,1005,141,540,3062,146
2023/7/9 13:00,10238,3214,5006,990,141,534,2795,147
2023/7/9 14:00,10120,3211,5258,1019,140,537,2124,133
2023/7/9 15:00,10150,3205,5118,1083,141,538,1975,133
2023/7/9 16:00,10482,3205,5669,1100,141,509,1600,144
2023/7/9 17:00,10715,3195,6310,1174,141,473,806,156
2023/7/9 18:00,10901,3196,6835,1181,141,469,268,168
2023/7/9 19:00,10745,3199,6795,1181,141,472,12,161
2023/7/9 20:00,10335,3207,6368,1128,141,471,0,146
2023/7/9 21:00,9848,3207,5725,1044,141,471,0,136
2023/7/9 22:00,9360,3208,5537,1013,141,473,0,138
2023/7/9 23:00,8947,3209,4932,1005,141,474,0,134
2023/7/10 0:00,8254,3210,4637,944,141,473,0,141
2023/7/10 1:00,7740,3209,4766,924,141,474,0,118
2023/7/10 2:00,7790,3209,4940,981,141,473,0,133
2023/7/10 3:00,8135,3208,5186,990,141,473,0,114
2023/7/10 4:00,8546,3203,5129,1095,141,474,0,121
2023/7/10 5:00,8835,3202,5197,1124,141,471,12,120
2023/7/10 6:00,8951,3203,4951,983,142,466,281,102
2023/7/10 7:00,9425,3207,4753,890,115,464,1005,99
2023/7/10 8:00,10661,3207,5213,993,96,463,1783,95
2023/7/10 9:00,11680,3208,5589,1074,97,460,2416,102
2023/7/10 10:00,11976,3209,5582,991,97,460,2740,107
2023/7/10 11:00,12117,3209,5910,925,96,458,3202,97
2023/7/10 12:00,11733,3209,5855,839,97,457,3907,92
2023/7/10 13:00,12125,3209,6015,824,87,463,4907,85
2023/7/10 14:00,12335,3205,6192,815,85,487,4500,106
2023/7/10 15:00,12131,3207,6084,893,85,519,4184,98
2023/7/10 16:00,12174,3204,6071,1033,85,531,3395,94
2023/7/10 17:00,11981,3193,6857,1101,85,529,1940,91
2023/7/10 18:00,11936,3197,7845,1116,85,536,712,110
2023/7/10 19:00,11591,3197,7921,1116,85,535,35,109
2023/7/10 20:00,11051,3206,6941,1084,85,536,0,113
2023/7/10 21:00,10435,3207,6435,1003,85,535,0,109
2023/7/10 22:00,9902,3209,5912,979,85,533,0,91
2023/7/10 23:00,9426,3207,5702,901,85,533,0,87
2023/7/11 0:00,8629,3207,4977,804,85,533,0,83
2023/7/11 1:00,8171,3209,4744,824,85,530,0,76
2023/7/11 2:00,8201,3208,4806,854,85,530,0,70
2023/7/11 3:00,8492,3210,5013,880,85,531,0,67
2023/7/11 4:00,8818,3202,5371,887,86,529,0,62
2023/7/11 5:00,9036,3201,5121,873,87,529,62,76
2023/7/11 6:00,9182,3204,4458,829,85,529,881,59
2023/7/11 7:00,9747,3208,3759,758,85,528,2295,44
2023/7/11 8:00,10930,3208,3770,745,81,527,3811,47
2023/7/11 9:00,12268,3186,3840,735,81,522,5494,52
2023/7/11 10:00,13019,3120,4057,731,81,526,6669,64
2023/7/11 11:00,13636,3147,4397,729,81,528,7596,74
2023/7/11 12:00,13505,3175,4737,692,81,532,7370,72
2023/7/11 13:00,13725,3199,4925,702,81,528,6913,81
2023/7/11 14:00,13854,3208,5403,715,81,529,6171,92
2023/7/11 15:00,13692,3209,5978,741,81,530,4684,115
2023/7/11 16:00,13572,3208,6789,777,81,532,3240,102
2023/7/11 17:00,13120,3200,7543,945,81,534,1661,80
2023/7/11 18:00,12889,3197,8354,1121,81,537,624,65
2023/7/11 19:00,12540,3199,8381,1154,81,533,47,64
2023/7/11 20:00,11898,3204,7720,1167,81,532,0,48
2023/7/11 21:00,11257,3203,7099,1134,81,534,0,70
2023/7/11 22:00,10626,3205,6516,1039,81,536,0,76
2023/7/11 23:00,10061,3206,6080,976,81,540,0,81
2023/7/12 0:00,9226,3208,5158,966,81,536,0,88
2023/7/12 1:00,8708,3206,4958,966,81,532,0,95
2023/7/12 2:00,8646,3208,4891,970,81,534,0,108
2023/7/12 3:00,8836,3206,5036,995,81,534,0,117
2023/7/12 4:00,9188,3200,4940,1160,81,536,0,125
2023/7/12 5:00,9433,3200,4990,1194,81,537,33,116
2023/7/12 6:00,9433,3203,4697,1166,81,539,484,107
2023/7/12 7:00,10059,3208,4930,1113,81,536,1324,100
2023/7/12 8:00,11488,3206,5337,1022,81,530,2067,99
2023/7/12 9:00,12407,3209,5648,990,81,527,3004,102
2023/7/12 10:00,12604,3210,5873,954,81,529,3361,118
2023/7/12 11:00,12849,3211,5967,960,81,530,3512,125
2023/7/12 12:00,12484,3208,6040,934,81,533,3550,131
2023/7/12 13:00,12562,3206,6130,920,81,527,3630,128
2023/7/12 14:00,12438,3208,6348,1016,81,520,3611,113
2023/7/12 15:00,12663,3206,6390,1090,81,525,3757,107
2023/7/12 16:00,12549,3207,6896,1144,81,523,2716,110
2023/7/12 17:00,12513,3202,7556,1182,81,529,1805,109
2023/7/12 18:00,12293,3197,8018,1177,81,527,642,99
2023/7/12 19:00,12095,3194,7796,1180,81,526,39,75
2023/7/12 20:00,11527,3196,6881,1162,81,520,0,89
2023/7/12 21:00,10893,3201,6461,1124,81,530,0,87
2023/7/12 22:00,10366,3202,6184,1118,81,531,0,81
2023/7/12 23:00,9816,3204,5905,1014,81,527,0,88
2023/7/13 0:00,9047,3205,5405,935,81,531,0,91
2023/7/13 1:00,8604,3207,5224,1013,81,527,0,101
2023/7/13 2:00,8540,3206,5397,1028,81,527,0,103
2023/7/13 3:00,8831,3205,5503,1095,81,533,0,82
2023/7/13 4:00,9153,3197,5535,1146,81,533,0,79
2023/7/13 5:00,9353,3199,5571,1150,81,534,53,81
2023/7/13 6:00,9386,3200,5246,1061,81,531,629,78
2023/7/13 7:00,10097,3206,5269,853,81,529,1927,57
2023/7/13 8:00,11609,3202,5962,736,81,521,3216,56
2023/7/13 9:00,12808,3204,5967,710,81,520,4436,65
2023/7/13 10:00,13248,3202,5844,712,80,523,5266,69
2023/7/13 11:00,13534,3203,5778,675,80,517,5893,77
2023/7/13 12:00,13466,3204,5882,682,81,521,6133,97
2023/7/13 13:00,13491,3205,6597,690,80,519,5309,100
2023/7/13 14:00,13757,3206,6680,719,81,518,4947,94
2023/7/13 15:00,13580,3207,7070,792,81,518,4208,75
2023/7/13 16:00,13544,3206,7844,1021,81,522,2837,65
2023/7/13 17:00,13241,3199,8227,1172,81,530,1520,60
2023/7/13 18:00,12953,3195,8370,1188,81,529,541,67
2023/7/13 19:00,12622,3197,8151,1164,82,529,24,81
2023/7/13 20:00,11971,3200,7810,1127,81,524,0,85
2023/7/13 21:00,11253,3199,7029,1098,81,530,0,81
2023/7/13 22:00,10727,3198,6802,1061,81,533,0,81
2023/7/13 23:00,10094,3200,6307,1041,82,538,0,87
2023/7/14 0:00,9230,3202,6284,923,82,538,0,102
2023/7/14 1:00,8690,3201,5712,923,82,534,0,110
2023/7/14 2:00,8674,3204,5689,923,82,535,0,108
2023/7/14 3:00,8846,3202,5772,981,82,536,0,115
2023/7/14 4:00,9197,3197,6030,1025,82,538,0,123
2023/7/14 5:00,9432,3202,6049,1027,82,542,30,133
2023/7/14 6:00,9465,3199,5792,958,82,547,392,133
2023/7/14 7:00,9993,3206,5773,840,82,544,1003,127
2023/7/14 8:00,11243,3203,6348,723,82,540,1715,133
2023/7/14 9:00,12204,3204,6890,765,82,530,2206,116
2023/7/14 10:00,12408,3201,6806,666,81,531,2785,113
2023/7/14 11:00,12652,3201,6518,636,81,535,3274,121
2023/7/14 12:00,12271,3201,5954,648,81,541,3752,132
2023/7/14 13:00,12619,3199,5972,713,83,537,3723,137
2023/7/14 14:00,12788,3203,6343,788,118,539,3399,135
2023/7/14 15:00,12790,3199,7001,897,127,540,2604,139
2023/7/14 16:00,12690,3197,7405,1096,133,546,1684,134
2023/7/14 17:00,12355,3194,7835,1200,139,546,1021,146
2023/7/14 18:00,12198,3200,7890,1210,139,551,367,153
2023/7/14 19:00,12075,3203,7879,1190,138,544,22,147
2023/7/14 20:00,11538,3201,7238,1164,138,540,0,151
2023/7/14 21:00,10959,3201,6619,1146,138,537,0,162
2023/7/14 22:00,10479,3202,6247,1118,138,547,0,158
2023/7/14 23:00,9998,3202,6230,1076,138,554,0,171
2023/7/15 0:00,9239,3201,5448,907,138,551,0,180
2023/7/15 1:00,8658,3201,4610,885,138,546,0,185
2023/7/15 2:00,8607,3201,4433,957,138,547,0,187
2023/7/15 3:00,8858,3202,4950,1044,138,551,0,177
2023/7/15 4:00,9114,3198,5012,1193,138,551,0,177
2023/7/15 5:00,9199,3197,4982,1186,138,551,33,178
2023/7/15 6:00,8938,3198,4566,1049,138,550,475,178
2023/7/15 7:00,9173,3204,4051,941,138,548,1503,181
2023/7/15 8:00,10276,3204,3965,757,138,545,2870,183
2023/7/15 9:00,11316,3204,3969,606,138,546,4309,191
2023/7/15 10:00,11964,3201,3563,552,138,544,5549,203
2023/7/15 11:00,12718,3201,3511,551,137,546,6455,192
2023/7/15 12:00,12413,3198,3855,547,137,547,6185,186
2023/7/15 13:00,12654,3202,3861,570,137,543,6185,172
2023/7/15 14:00,12540,3200,4231,618,137,546,5574,166
2023/7/15 15:00,12280,3197,4728,751,137,548,4510,160
2023/7/15 16:00,12179,3193,5753,847,137,549,3331,149
2023/7/15 17:00,12088,3195,6325,1103,137,550,1925,140
2023/7/15 18:00,11985,3195,6495,1197,137,554,695,145
2023/7/15 19:00,11665,3200,6473,1218,138,552,43,142
2023/7/15 20:00,11189,3200,6294,1181,138,542,0,137
2023/7/15 21:00,10599,3200,5874,1134,138,547,0,147
2023/7/15 22:00,10181,3201,5466,1098,139,553,0,144
2023/7/15 23:00,9701,3196,5290,1017,139,554,0,150
2023/7/16 0:00,8925,3198,5197,863,139,556,0,158
2023/7/16 1:00,8366,3198,4620,857,139,554,0,138
2023/7/16 2:00,8255,3202,3946,849,140,550,0,139
2023/7/16 3:00,8431,3200,3879,894,140,557,0,139
2023/7/16 4:00,8702,3196,4238,1162,141,555,0,130
2023/7/16 5:00,8733,3196,4170,1193,141,557,58,130
2023/7/16 6:00,8575,3198,3667,1112,141,554,859,120
2023/7/16 7:00,8716,3204,3212,828,140,545,2648,117
2023/7/16 8:00,9325,3204,2941,712,140,472,4488,118
2023/7/16 9:00,10388,3203,2874,604,139,451,6100,109
2023/7/16 10:00,11189,3203,2936,603,138,452,7190,102
2023/7/16 11:00,11726,3202,2898,603,138,450,7883,107
2023/7/16 12:00,12064,3202,2975,565,138,451,8189,103
2023/7/16 13:00,11916,3199,3067,563,137,452,7827,87
2023/7/16 14:00,11934,3199,3381,564,137,450,7208,84
2023/7/16 15:00,11970,3202,3892,690,137,466,6024,91
2023/7/16 16:00,12137,3196,5098,751,137,539,4392,88
2023/7/16 17:00,12417,3199,6560,1062,137,548,2399,77
2023/7/16 18:00,12446,3201,7060,1156,137,554,783,64
2023/7/16 19:00,11857,3205,6999,1174,137,557,38,64
2023/7/16 20:00,11365,3204,6775,974,138,551,0,63
2023/7/16 21:00,10737,3206,6352,823,138,554,0,67
2023/7/16 22:00,10121,3203,6155,749,138,551,0,86
2023/7/16 23:00,9544,3201,5710,701,138,557,0,81
2023/7/17 0:00,8749,3201,5683,591,139,552,0,65
2023/7/17 1:00,8190,3202,5073,578,139,551,0,73
2023/7/17 2:00,8107,3201,4556,653,139,549,0,67
2023/7/17 3:00,8351,3202,4625,706,140,551,0,69
2023/7/17 4:00,8618,3194,4793,977,141,549,0,66
2023/7/17 5:00,8813,3200,4776,1003,141,550,64,66
2023/7/17 6:00,8898,3201,4356,871,141,551,890,54
2023/7/17 7:00,9253,3204,3971,776,140,548,2714,38
2023/7/17 8:00,10196,3205,4218,589,139,544,4523,35
2023/7/17 9:00,11426,3202,4178,499,139,544,6294,33
2023/7/17 10:00,12351,3202,4183,499,138,541,7609,31
2023/7/17 11:00,12850,3198,4235,491,138,546,7998,39
2023/7/17 12:00,13037,3198,4453,492,138,543,7936,36
2023/7/17 13:00,13251,3197,4808,489,137,539,7555,36
2023/7/17 14:00,13217,3195,5082,516,137,541,6676,40
2023/7/17 15:00,13369,3200,5401,620,136,541,5650,36
2023/7/17 16:00,13423,3189,6566,694,136,545,3876,39
2023/7/17 17:00,13407,3193,7095,1023,136,544,2069,39
2023/7/17 18:00,13284,3199,8040,1168,136,540,662,43
2023/7/17 19:00,12814,3205,8231,1146,138,547,27,44
2023/7/17 20:00,12304,3208,7645,1091,139,547,0,47
2023/7/17 21:00,11600,3206,7113,930,138,548,0,48
2023/7/17 22:00,10913,3204,6944,777,139,546,0,43
2023/7/17 23:00,10203,3204,6606,727,139,551,0,49
2023/7/18 0:00,9302,3206,5879,617,139,550,0,51
2023/7/18 1:00,8768,3207,5530,588,139,548,0,42
2023/7/18 2:00,8680,3204,5365,627,139,547,0,49
2023/7/18 3:00,8856,3206,5400,681,139,549,0,47
2023/7/18 4:00,9121,3198,5408,833,140,549,0,41
2023/7/18 5:00,9424,3202,5489,859,140,554,53,39
2023/7/18 6:00,9603,3203,5274,726,140,553,708,44
2023/7/18 7:00,10490,3208,5214,640,139,545,2311,47
2023/7/18 8:00,12140,3207,5778,533,139,538,3967,54
2023/7/18 9:00,13562,3206,5798,498,138,534,5562,59
2023/7/18 10:00,14037,3203,5662,484,138,532,6435,53
2023/7/18 11:00,14405,3202,6134,472,138,530,6887,62
2023/7/18 12:00,14342,3202,6005,470,138,518,7275,72
2023/7/18 13:00,14838,3200,6547,471,137,504,7121,92
2023/7/18 14:00,15090,3202,6952,521,137,504,6609,93
2023/7/18 15:00,15007,3199,7318,697,136,506,5303,86
2023/7/18 16:00,14917,3193,8279,918,136,525,3632,101
2023/7/18 17:00,14397,3198,9212,1076,136,535,1829,97
2023/7/18 18:00,14001,3257,9559,1139,136,538,553,110
2023/7/18 19:00,13560,3273,9533,1109,137,535,22,107
2023/7/18 20:00,12800,3299,9105,1005,137,536,0,120
2023/7/18 21:00,12094,3324,8237,852,137,537,0,132
2023/7/18 22:00,11196,3345,7247,689,137,537,0,140
2023/7/18 23:00,10551,3371,6840,555,142,542,0,148
2023/7/19 0:00,9557,3392,6507,532,142,538,0,149
2023/7/19 1:00,9048,3414,6242,527,142,536,0,130
2023/7/19 2:00,8930,3437,6118,562,142,538,0,114
2023/7/19 3:00,9097,3457,6254,647,142,539,0,117
2023/7/19 4:00,9363,3454,6396,785,142,533,0,110
2023/7/19 5:00,9688,3454,6266,958,141,541,21,102
2023/7/19 6:00,9819,3457,6367,825,141,539,266,94
2023/7/19 7:00,10527,3465,6450,704,141,536,899,67
2023/7/19 8:00,11890,3466,6763,663,141,535,1786,62
2023/7/19 9:00,12801,3464,6936,666,140,527,2702,78
2023/7/19 10:00,13332,3464,6675,524,138,533,3903,68
2023/7/19 11:00,13603,3461,6436,525,140,536,4462,51
2023/7/19 12:00,13668,3461,6238,554,141,535,4722,49
