2023/8/2 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
3062,14:00～15:00,8/2,0:13,85

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2023/8/1,11:55,2562,486
2023/8/1,12:00,2558,484
2023/8/1,12:05,2537,489
2023/8/1,12:10,2520,489
2023/8/1,12:15,2531,488
2023/8/1,12:20,2521,485
2023/8/1,12:25,2514,485
2023/8/1,12:30,2514,485
2023/8/1,12:35,2515,485
2023/8/1,12:40,2521,485
2023/8/1,12:45,2522,483
2023/8/1,12:50,2537,480
2023/8/1,12:55,2541,474
2023/8/1,13:00,2557,472
2023/8/1,13:05,2580,470
2023/8/1,13:10,2594,467
2023/8/1,13:15,2602,465
2023/8/1,13:20,2595,464
2023/8/1,13:25,2594,462
2023/8/1,13:30,2597,458
2023/8/1,13:35,2603,455
2023/8/1,13:40,2604,450
2023/8/1,13:45,2604,446
2023/8/1,13:50,2608,442
2023/8/1,13:55,2612,434
2023/8/1,14:00,2614,429
2023/8/1,14:05,2618,424
2023/8/1,14:10,2606,419
2023/8/1,14:15,2606,413
2023/8/1,14:20,2597,407
2023/8/1,14:25,2596,404
2023/8/1,14:30,2593,399
2023/8/1,14:35,2596,393
2023/8/1,14:40,2595,387
2023/8/1,14:45,2595,381
2023/8/1,14:50,2588,371
2023/8/1,14:55,2587,366
2023/8/1,15:00,2582,358
2023/8/1,15:05,2571,350
2023/8/1,15:10,2561,340
2023/8/1,15:15,2570,330
2023/8/1,15:20,2577,317
2023/8/1,15:25,2579,305
2023/8/1,15:30,2581,292
2023/8/1,15:35,2582,280
2023/8/1,15:40,2579,270
2023/8/1,15:45,2561,260
2023/8/1,15:50,2567,254
2023/8/1,15:55,2560,245
2023/8/1,16:00,2551,236
2023/8/1,16:05,2553,225
2023/8/1,16:10,2548,212
2023/8/1,16:15,2549,204
2023/8/1,16:20,2545,194
2023/8/1,16:25,2534,185
2023/8/1,16:30,2522,171
2023/8/1,16:35,2520,159
2023/8/1,16:40,2512,149
2023/8/1,16:45,2498,139
2023/8/1,16:50,2490,127
2023/8/1,16:55,2470,118
2023/8/1,17:00,2447,107
2023/8/1,17:05,2427,97
2023/8/1,17:10,2408,90
2023/8/1,17:15,2387,84
2023/8/1,17:20,2374,78
2023/8/1,17:25,2359,72
2023/8/1,17:30,2348,66
2023/8/1,17:35,2338,61
2023/8/1,17:40,2331,54
2023/8/1,17:45,2315,49
2023/8/1,17:50,2317,44
2023/8/1,17:55,2313,39
2023/8/1,18:00,2303,33
2023/8/1,18:05,2288,29
2023/8/1,18:10,2273,24
2023/8/1,18:15,2270,21
2023/8/1,18:20,2264,18
2023/8/1,18:25,2253,14
2023/8/1,18:30,2253,11
2023/8/1,18:35,2246,8
2023/8/1,18:40,2245,5
2023/8/1,18:45,2232,3
2023/8/1,18:50,2224,1
2023/8/1,18:55,2218,0
2023/8/1,19:00,2211,0
2023/8/1,19:05,2206,0
2023/8/1,19:10,2201,0
2023/8/1,19:15,2188,0
2023/8/1,19:20,2183,0
2023/8/1,19:25,2167,0
2023/8/1,19:30,2164,0
2023/8/1,19:35,2148,0
2023/8/1,19:40,2139,0
2023/8/1,19:45,2128,0
2023/8/1,19:50,2125,0
2023/8/1,19:55,2108,0
2023/8/1,20:00,2096,0
2023/8/1,20:05,2079,0
2023/8/1,20:10,2065,0
2023/8/1,20:15,2054,0
2023/8/1,20:20,2050,0
2023/8/1,20:25,2046,0
2023/8/1,20:30,2035,0
2023/8/1,20:35,2033,0
2023/8/1,20:40,2024,0
2023/8/1,20:45,2016,0
2023/8/1,20:50,2014,0
2023/8/1,20:55,2002,0
2023/8/1,21:00,1991,0
2023/8/1,21:05,1987,0
2023/8/1,21:10,1978,0
2023/8/1,21:15,1966,0
2023/8/1,21:20,1948,0
2023/8/1,21:25,1942,0
2023/8/1,21:30,1925,0
2023/8/1,21:35,1923,0
2023/8/1,21:40,1921,0
2023/8/1,21:45,1912,0
2023/8/1,21:50,1900,0
2023/8/1,21:55,1890,0
2023/8/1,22:00,1878,0
2023/8/1,22:05,1870,0
2023/8/1,22:10,1865,0
2023/8/1,22:15,1851,0
2023/8/1,22:20,1848,0
2023/8/1,22:25,1836,0
2023/8/1,22:30,1824,0
2023/8/1,22:35,1815,0
2023/8/1,22:40,1797,0
2023/8/1,22:45,1784,0
2023/8/1,22:50,1776,0
2023/8/1,22:55,1769,0
2023/8/1,23:00,1753,0
2023/8/1,23:05,1766,0
2023/8/1,23:10,1754,0
2023/8/1,23:15,1746,0
2023/8/1,23:20,1737,0
2023/8/1,23:25,1716,0
2023/8/1,23:30,1713,0
2023/8/1,23:35,1697,0
2023/8/1,23:40,1681,0
2023/8/1,23:45,1669,0
2023/8/1,23:50,1659,0
2023/8/1,23:55,1641,0
